TC_ID,wt.1,wt.2,dcp2.1,dcp2.2,dhh1.1,dhh1.2,pat1.1,pat1.2,xrn1.1,xrn1.2
10432,534,441,1074,1088,424,372,625,656,1266,1063
10431,652,602,705,627,779,945,503,487,668,676
3543,34,38,52,45,81,156,54,49,55,45
3542,1872,1695,2062,2042,1777,2211,2158,2395,2200,2577
3541,1621,1525,1827,1792,1551,1142,1877,2069,1366,1503
3540,482,440,489,484,468,571,385,381,478,501
3538,111,119,153,144,178,203,157,172,159,129
3537,201,167,326,423,351,378,355,353,288,309
10425,1686,1286,1228,1090,647,571,476,573,886,837
3535,211,193,239,227,393,370,171,196,399,462
10424,142,86,213,185,150,187,128,162,284,299
3534,2405,1850,3747,3489,4527,5753,4720,4638,3197,3706
3529,87,62,608,638,88,93,124,121,124,125
20835,101,119,1250,1119,234,199,202,249,420,424
10415,1048,768,914,974,1105,1099,884,815,1455,1311
10414,371,315,1327,1252,234,248,401,377,918,967
3527,1974,1652,1693,1739,2255,2313,2282,2407,2659,2753
3525,123,119,212,192,157,243,121,159,249,279
3517,245,187,389,401,605,605,631,624,239,318
10411,110,80,551,625,83,146,39,58,79,89
3512,1381,1002,700,657,866,894,1107,1137,998,1034
3510,446,320,748,819,352,502,352,394,819,777
10409,159,147,351,336,96,87,111,140,157,166
10407,4759,3983,1775,1681,1983,1951,2920,3528,3827,3966
3509,1275,991,1364,1379,1551,1926,1822,1668,953,1178
10404,947,729,637,573,1443,1838,693,914,816,959
10402,1758,1356,2071,1999,1563,1936,2122,2253,2401,2868
10400,950,693,864,919,1093,1145,833,866,878,994
3505,149,145,389,341,117,89,190,204,198,191
10399,251,209,395,435,241,244,220,238,386,402
10398,945,1244,4379,3891,932,958,904,1004,2256,2975
10394,519,412,597,573,628,541,327,379,594,602
10390,700,594,627,661,732,768,511,550,1003,1177
10388,3248,1916,1977,2089,1110,1455,2406,2210,2254,1944
10385,106,115,149,144,203,220,170,180,118,144
3498,68,92,351,333,240,226,187,183,124,96
10381,432,389,3181,2850,1824,1615,5971,6730,490,516
3496,686,518,775,900,502,611,502,518,799,823
3495,768,570,776,827,478,451,817,844,700,682
10380,48411,36283,38641,38721,29784,36894,43011,40991,40689,43135
10378,257,173,153,164,209,250,244,305,333,345
10377,18488,14189,10976,11933,11875,12921,16534,16452,21414,21333
10375,415,342,270,273,144,204,128,151,382,429
3488,2235,1862,2357,2166,1907,1934,2355,3154,2575,2696
10371,587,550,1838,1928,1357,1990,762,809,555,675
3486,7643,6580,12051,11776,7368,5915,15558,15500,9480,9547
3485,69,47,390,443,868,1079,981,842,107,115
3484,691,555,523,514,411,501,558,638,491,547
3483,138,128,300,348,337,442,204,262,277,282
10367,164,113,260,249,140,172,145,141,171,194
3480,3932,2920,3175,3466,3992,4408,6338,5969,4419,4848
3479,152,106,291,271,396,364,197,212,213,260
3478,22,22,84,100,80,95,127,153,37,41
10363,3547,3121,6325,5728,7846,8772,3818,4535,2671,2806
10358,1250,795,1529,1670,1942,2302,1362,1503,1930,2066
10355,247,169,305,322,133,153,255,244,195,225
10352,320,244,360,393,734,712,224,258,681,672
10351,24038,18636,37264,38518,39474,57234,39897,41076,23186,21995
3467,24729,18595,72322,76286,83013,127657,37912,44430,45222,41305
10349,455,383,108,114,181,213,160,180,137,158
3464,40,41,380,355,271,372,246,292,80,90
10342,147,104,407,431,159,232,152,151,297,331
10339,64,45,271,293,169,261,189,194,142,130
10338,538,481,689,654,1012,1350,819,866,875,932
10336,35,20,86,82,8,28,25,32,46,54
3458,12834,10323,14983,15642,20613,25899,27356,30101,15825,16832
3456,3482,2574,3106,2868,3030,2637,2940,3394,2997,3261
20665,289,222,546,502,456,487,364,349,560,679
3452,35,34,91,97,22,16,59,57,75,55
10329,2215,2496,1644,1534,3160,2672,6246,6623,3777,3964
3451,3960,2689,2339,2677,4298,6887,8559,8469,3623,3735
10327,2734,3008,1809,1458,1398,929,2265,2952,2197,2589
3449,2855,2241,3545,3601,3270,3617,3657,3752,3364,3674
10326,307,243,451,457,620,689,379,374,436,442
3446,24860,21519,16957,17472,16531,19929,21128,21859,27836,31267
10325,3451,2759,3370,3456,2842,3120,4063,4166,3351,3587
3444,2507,1820,3142,3138,2678,2661,4534,4687,2606,2605
10321,466,365,390,380,471,503,458,497,581,601
3442,18,21,59,85,110,82,28,26,85,81
3441,1438,1145,1133,1091,678,689,1199,1425,1500,1611
6879,655,513,1155,1082,1104,1251,1035,1018,778,918
20638,113,103,432,443,282,321,323,350,151,173
3436,1594,1359,1863,1888,2051,2061,1599,1837,1544,1572
10313,189,149,247,244,257,230,126,121,274,293
3433,28435,40862,22623,15717,10067,3482,14837,22679,15245,22141
10311,82218,72064,32991,28105,25508,24358,31779,40807,50079,50366
3431,21589,19786,8520,8164,18044,16608,26591,30731,44352,43480
10310,4512,3496,3915,4102,2920,3758,4419,4635,4142,4468
3430,1009,751,1156,1283,487,716,712,684,1076,1132
3428,320,260,529,555,548,610,263,345,845,861
10306,4091,4256,5002,4517,2999,2358,5004,5114,4294,5131
3425,421,302,401,458,462,447,438,375,535,529
3423,1123,846,1070,1085,1105,1129,599,630,1427,1347
10304,351,290,2216,2210,615,862,867,818,686,770
10302,559,393,427,456,323,248,540,781,350,357
3420,307,230,506,486,410,463,300,354,398,473
3419,242,175,351,343,393,380,387,400,323,344
10299,206,146,456,534,261,271,264,236,363,341
10298,474,384,289,263,180,180,330,428,188,274
10296,121,104,209,218,171,227,136,162,163,177
10295,508,372,594,692,692,803,418,389,861,792
10294,441,360,343,275,260,197,248,336,351,356
3415,341,246,466,442,349,373,360,373,602,634
3412,1016,871,1823,1763,855,708,1499,1360,1271,1313
10290,1759,1234,2827,3059,1213,1418,1662,1597,1460,1387
3411,220,219,239,232,148,169,794,723,186,192
3408,1642,1977,1693,1478,1591,1163,3314,4006,1913,2088
3407,74,62,74,63,153,112,339,387,59,88
3651,3489,2840,4362,4482,3620,3776,4119,3963,2939,2875
3653,1743,1464,1968,2014,1853,1924,1578,1608,2061,2160
10530,575,470,443,630,662,746,665,555,592,531
10536,273,198,1184,1249,120,110,283,274,622,590
3656,342,276,577,508,411,550,352,402,482,506
3657,915,645,1617,1670,1028,1037,1213,1360,1357,1396
3658,4090,3381,3650,3789,3488,3882,3645,3855,4170,4467
3659,72,50,545,631,658,721,494,499,227,248
10542,31176,24299,17914,17936,24688,23212,21082,22631,18468,18351
10544,877,1305,1122,872,1045,606,1537,1837,1597,1970
7321,622,488,760,843,209,337,254,291,543,657
10545,171,144,212,188,196,222,326,345,180,210
3666,636,493,702,742,416,401,591,641,651,676
3668,2311,1704,2433,2605,4134,5354,3352,3131,2757,3037
3669,3478,2824,2863,3115,2781,3223,2893,3122,3413,3605
10550,13382,10147,14699,15081,9633,9592,11786,12799,28637,27530
10552,444,419,442,324,340,215,308,355,396,447
10555,335,286,474,450,463,579,550,575,381,432
10556,179,136,652,640,227,214,244,222,505,538
3674,448,323,845,752,712,807,990,978,467,558
10559,3132,2530,3569,3583,2115,2143,4708,4597,3927,3847
21121,2601,2171,1963,1903,1285,1758,1403,1517,1434,1453
10566,214,183,211,195,171,143,115,133,301,330
3682,448,374,349,333,286,292,454,450,399,462
10567,250,193,360,376,315,341,201,235,346,315
3685,1019,828,1761,1835,1865,2801,2116,2014,1251,1495
3686,100,63,212,200,180,181,89,126,187,213
3688,75,48,164,192,139,103,78,115,190,202
3690,650,496,508,515,411,296,378,393,495,440
10570,562,456,654,616,569,444,437,428,906,873
3691,1069,806,1206,1126,1154,961,790,889,1028,1104
21143,397,315,332,321,296,323,357,395,456,448
10573,2258,1646,2271,2272,2887,3977,3470,3575,1938,1774
10575,12303,10155,11062,11087,12182,14634,7920,9817,15396,16538
3694,141,137,330,312,122,108,124,136,213,209
10576,107,131,68,60,50,51,392,357,25,35
3696,3345,3887,2291,2059,2605,1505,4550,4887,2973,3680
10578,294,218,423,432,246,202,264,316,300,287
3698,353,264,404,389,369,505,494,422,383,495
3699,623,570,577,552,578,444,555,593,777,831
3700,95,84,91,73,158,124,89,103,90,97
3701,152,105,143,180,122,125,112,114,254,264
3702,328,303,286,290,453,508,400,406,479,462
3703,221,173,232,243,75,55,66,98,204,225
10584,368,320,570,505,518,536,291,360,671,685
3705,613,543,1034,967,677,660,1070,1245,819,929
21175,2688,2485,4190,4141,2607,1586,3670,3660,3613,3964
3707,528,391,671,692,711,807,445,533,441,509
3708,260,189,225,159,269,318,144,201,355,375
10590,389,329,785,875,370,460,383,425,620,613
3712,3185,2806,3538,3393,1965,1526,3205,3715,2930,2997
3713,2051,1627,992,896,988,951,1188,1414,1801,1713
10591,1784,1543,2280,2257,2661,3099,2895,3026,2202,2324
3714,257,196,265,217,255,179,259,281,348,334
10592,497,442,689,667,344,355,583,562,538,614
3716,747,585,651,566,547,501,700,758,648,753
10594,1590,1522,1779,1816,1762,1300,2208,2480,2404,2660
10595,2800,2149,1788,1830,2010,1768,2557,2513,2542,2806
10597,440,337,406,352,431,400,484,485,528,548
10599,2711,2385,13719,13786,12346,16063,23421,27857,10003,9708
3723,2462,1881,1667,1778,2269,2811,1991,2145,2098,2360
10601,955,727,773,821,1402,1832,993,1138,1093,1170
10605,14020,10675,6162,6553,8023,7340,11495,10350,14477,13154
10606,236,194,348,311,315,211,243,344,266,268
10608,1169,861,2812,2567,1116,1337,1815,1807,1936,2184
10609,125,92,244,229,387,523,217,212,184,210
3730,298,215,417,458,406,392,359,423,300,303
10610,7978,7360,6191,5480,8866,8909,13494,15363,6982,6916
3731,1021,761,1008,903,1138,1217,1451,1454,713,727
10613,1354,1132,1411,1554,3015,2898,2721,2855,1667,1687
3732,93,61,88,80,93,67,86,87,198,192
10614,167,180,287,308,416,562,334,303,390,420
10615,845,687,1040,1111,1156,1467,1017,1053,1496,1529
3733,143,99,203,170,189,158,71,115,161,183
10617,276,232,374,405,363,414,277,328,330,323
10618,46,24,75,77,37,59,48,55,36,41
3739,31735,25859,19459,19003,19391,14060,29153,30206,30907,29990
3741,290,268,606,629,814,929,757,789,558,669
3743,257,236,642,646,444,487,521,557,467,478
10625,110,85,162,144,176,210,203,232,151,217
3744,579,476,536,463,594,624,595,660,511,531
10627,210,185,526,464,346,315,311,396,487,526
3747,1227,1051,1383,1368,1132,1047,1255,1285,1468,1511
10629,189,161,399,396,350,460,407,354,279,349
3748,560,549,285,289,452,471,534,573,291,331
21267,13939,16880,21989,20359,19511,17489,25670,29844,13066,14264
7502,9721,9614,8220,8067,5886,4479,8889,9083,6581,7239
3755,185,151,211,253,199,203,133,115,258,276
10637,787,580,1854,1768,616,492,740,861,1906,1724
3757,27,23,43,62,62,54,11,24,49,45
10641,300,272,613,626,342,433,294,352,381,438
3758,280,232,406,364,524,691,306,309,311,376
3759,948,797,3039,2982,598,525,1073,1230,1848,1875
10642,727,569,869,867,994,944,731,883,1194,1016
3761,40,18,213,240,33,50,65,53,68,59
3764,228,160,246,271,150,254,471,393,204,177
3768,3916,2898,3577,3927,3514,3384,5358,5157,4009,3722
10646,1966,1808,1757,1818,1727,2443,2832,3174,1826,1877
10647,61,39,62,67,87,97,41,33,54,56
3769,9183,6735,5630,5306,4899,6075,5093,6012,9665,8897
3774,349,278,442,427,238,214,295,305,550,546
3777,138839,104271,88514,91021,97121,101263,88868,92425,144511,143227
10650,379,371,526,538,240,226,493,445,512,581
10653,994,821,1052,989,1608,1690,1207,1547,1228,1299
10654,1072,782,748,737,1054,904,863,920,990,963
10658,216,158,185,216,186,224,112,111,202,228
10659,346,269,1099,1040,621,791,754,915,681,725
3788,301,216,479,490,305,292,309,362,469,377
3790,318,224,202,159,153,139,129,138,363,316
3791,748,701,659,554,497,448,757,839,901,882
10664,284,205,290,306,338,323,337,295,221,247
10665,213,176,565,592,234,262,299,292,364,391
3793,618,729,452,379,228,180,559,674,452,491
10666,163,114,249,239,70,88,96,146,267,285
21337,1425,963,751,853,353,369,347,362,1143,1135
3795,78,60,57,46,75,80,36,52,84,89
10672,12759,10938,8384,8694,7159,7856,11632,11193,9387,9656
10673,104,95,81,83,69,80,58,70,152,146
3798,263,213,268,291,160,153,355,302,479,503
3799,354,325,662,705,869,1151,776,854,621,729
10675,2451,1849,990,910,713,637,1375,1181,1289,1202
3801,1642,1404,1455,1417,1771,1827,2122,2087,2402,2554
10677,16433,14534,12750,11893,13082,9327,12078,14196,18648,20917
3803,1884,1423,1098,1120,648,774,647,586,756,690
3805,3479,2640,2934,2890,3768,3304,2301,2706,2519,2403
3817,48,45,320,394,80,69,266,289,255,226
10960,1008,861,1023,1004,430,356,614,666,849,1000
4110,942,772,1153,1018,1061,961,1109,1485,1092,1224
10959,1283,1037,2038,1718,881,914,1247,1550,1947,2220
4107,1957,1472,1023,1093,906,886,1336,1207,1900,1837
10955,379,205,408,501,294,375,342,397,523,582
10952,474,481,603,529,636,542,1070,1075,605,666
4106,98183,96231,57957,52943,33310,34577,55768,55288,58411,58083
4104,2150,1656,2885,2844,4214,4470,3437,3683,2695,2547
10951,1802,1326,1337,1462,1428,1458,2171,1883,1669,1645
4102,7142,5631,6506,6149,5726,7467,7281,7868,6640,7416
10948,482,361,794,823,1399,1679,593,561,938,936
10946,189,122,274,280,87,89,132,143,260,244
4100,296,227,486,410,603,733,398,417,337,381
10941,6938,5576,10807,10843,13639,13954,18708,18314,10718,11403
10940,679,555,458,431,420,391,341,304,837,789
4098,330,247,329,372,308,365,411,412,710,816
10939,3941,4177,5313,4721,5215,4796,5633,6464,5443,6659
10938,196,177,537,533,279,259,170,208,325,294
10936,709,582,791,638,699,956,915,975,535,589
4096,452,329,608,603,574,882,536,688,754,747
4095,495,409,694,665,226,147,232,288,928,889
10934,404,335,382,392,480,506,297,365,511,563
4092,170,106,407,466,617,715,395,344,349,414
10931,1981,1749,2571,3042,2009,3292,1947,1901,2879,3461
10929,382,282,439,407,447,499,279,387,409,468
10927,113,109,792,719,491,462,410,446,378,488
4090,381,263,366,364,517,498,244,304,417,388
4089,322,248,420,418,284,275,339,314,437,489
10920,3763,2764,3652,3531,2269,2342,2331,2739,5284,4674
4088,47,37,108,133,57,70,75,61,63,59
10917,327,274,396,476,771,1050,513,517,265,348
4087,192,180,333,347,131,127,166,148,289,256
4086,1132,1238,1650,1496,613,457,1151,1483,1561,1888
4085,330,276,420,403,306,357,256,252,331,319
4083,3328,2660,6062,6469,6252,7849,3951,4612,5413,5296
12243,640,615,361,398,300,400,452,557,337,396
4079,2792,2127,3406,3587,3528,3496,3240,3409,3205,3055
21823,1445,1068,1486,1402,1282,1806,1711,1960,1566,1562
4074,177,150,216,133,210,251,178,261,148,146
4072,212,140,329,342,337,551,203,225,239,282
4071,692,633,226,230,281,601,651,677,574,645
4070,42,43,41,61,15,34,38,35,36,45
4067,271,239,432,428,470,547,387,407,251,294
10907,690,555,988,989,894,1348,679,843,612,765
4065,202,124,177,181,168,132,145,160,146,132
10903,136,129,428,456,380,384,157,158,199,231
10902,496,325,602,746,1047,1128,895,775,458,467
8117,1227,1034,2398,2555,914,1135,1517,1527,1156,1205
10895,346,271,509,497,580,712,397,414,315,363
10894,1427,1658,2348,2035,1150,775,1590,1752,1058,1451
4056,32,18,243,216,62,82,99,104,24,15
10893,670,583,468,639,1794,2610,628,657,1000,1020
10889,214,176,275,224,87,71,138,175,339,333
10886,85474,93958,41890,38307,34610,29839,46023,48263,59861,64127
10884,1521,1213,1575,1675,1566,1668,1312,1231,2113,2142
4055,2664,3078,4182,3499,1605,1032,3381,3826,3201,3424
10883,202,139,282,205,290,304,183,242,199,258
10881,66651,58512,27884,28365,45724,50356,45253,50904,56113,58953
4052,595,475,1559,1496,512,708,957,872,943,970
8101,415,382,783,816,880,1030,674,693,846,889
10878,1129,815,1492,1544,1416,1814,1465,1617,1125,1316
4044,530,391,539,609,444,651,729,807,899,863
10875,3110,2411,6397,6882,8779,11594,9729,10050,4208,4825
4043,27,19,42,58,76,93,50,73,18,23
4039,2928,2549,4457,4352,4966,5570,6260,7516,3197,3665
4035,524,455,399,393,443,475,316,395,543,502
4034,2069,1940,8834,8658,4820,3739,1841,2264,1941,2000
4033,704,647,1536,1374,612,480,482,512,904,1057
4030,27,20,78,77,29,32,39,54,25,24
4028,152,133,141,173,218,282,193,178,285,294
4025,877,733,397,452,769,923,619,640,987,938
10865,460,287,492,483,819,920,390,481,461,493
10864,48,50,145,129,127,131,72,94,106,155
4024,1364,1013,1019,1065,1098,1043,1439,1347,1460,1372
4023,443,331,313,318,333,302,217,215,334,353
4021,209,161,393,455,512,642,288,318,285,295
4019,4005,3023,1491,1488,2394,2587,2760,3250,4599,4496
8029,29020,22995,21802,21513,15876,16980,25030,26536,31880,30861
10861,824,645,653,604,993,1253,1013,963,541,684
4013,895,741,733,606,271,251,713,820,736,753
4012,2203,1668,2382,2443,2587,2289,2025,2285,2259,2522
10860,1083,818,2049,1972,2086,2402,1489,1680,1124,1317
4009,126,101,102,98,197,187,68,92,119,132
4006,51,34,62,57,124,145,60,56,69,86
4003,86,60,226,268,58,98,142,123,214,162
10855,160,129,832,885,1068,1587,780,886,504,551
10854,120,81,104,117,153,154,91,88,182,195
3999,816,683,820,764,692,733,901,860,708,721
3998,96,92,270,308,147,179,155,166,199,236
3995,4690,4205,25947,26433,23233,19550,21155,21001,10652,11277
3991,57049,47788,46650,36124,31273,18519,36278,45676,38310,33895
3990,476,366,1193,1236,348,408,396,422,953,1009
10849,820,572,1031,1113,1005,1211,1264,1149,809,884
10848,1458,1234,2027,2090,1581,1310,1791,1820,2007,1812
3989,615,468,611,564,841,726,480,585,616,605
10845,756,524,673,798,2293,2580,1411,1435,642,628
21687,2194,1594,3033,2807,3191,2892,2617,3105,2417,2304
10840,120,106,156,133,150,145,92,79,111,105
3984,1016,836,734,712,721,715,969,990,1486,1599
3980,129,104,243,283,318,300,190,200,207,225
3978,1670,1413,2116,1941,2051,2392,680,915,1675,1995
21667,958,727,1062,1011,675,626,856,1070,963,1026
3974,222,215,239,243,371,302,220,200,291,358
10831,788,612,916,1109,1574,1842,1592,1639,1180,1257
10829,344,327,330,324,328,296,260,262,305,360
21653,634,460,905,994,816,967,665,617,910,935
3967,3664,2780,2447,2528,4505,5088,4860,4764,2775,2979
10825,1160,917,1704,1575,1001,924,1360,1291,1230,1398
3965,2918,2284,4124,4054,1682,1616,2043,2232,3341,3383
3963,134,114,252,236,259,325,166,175,346,360
10822,2115,1530,3208,3573,4094,5923,5572,5369,1964,2324
3961,111,88,212,243,147,137,125,151,120,124
3960,408,347,381,384,382,437,310,352,404,446
3958,869,849,852,1354,1442,1901,1068,1011,1537,1282
3956,1073,795,396,432,652,644,743,931,1209,1189
10818,1596,1247,1189,1299,1769,1999,1821,1984,2279,2543
10815,130,94,136,143,315,279,140,170,202,232
10814,734,579,1387,1365,1311,1359,1229,1359,812,953
10813,133,103,100,128,45,69,12,24,126,133
10812,47,38,66,70,72,98,71,113,73,77
10811,175,165,228,194,224,186,146,213,421,420
10809,189,158,265,276,239,268,185,249,304,367
3942,72,53,69,72,29,35,52,71,27,37
3941,1062,848,1743,1677,1459,1707,2140,2170,1539,1601
10807,1785,1435,2032,1768,1922,1896,2647,2887,1751,2119
10806,618,574,1094,941,523,577,848,974,1073,1293
3940,173,118,223,281,237,288,135,138,154,172
3939,293,217,223,246,265,360,305,331,228,260
3938,1331,1111,1965,1845,1995,1799,3438,3100,1337,1468
3936,1200,1179,2813,2662,3947,3711,3788,4415,1635,1800
3935,1209,923,1547,1628,1832,2198,1390,1427,1304,1217
10803,699,585,750,704,581,524,948,929,528,672
3933,1986,1364,2499,2648,3646,4625,2681,2969,2031,2225
3930,653,434,947,1052,1012,1435,555,597,1075,1077
32400,815,605,919,1023,1369,1576,1091,1046,990,865
10797,368,290,678,684,200,240,231,275,518,611
3925,25,26,75,63,18,23,49,42,31,27
10793,207,185,376,311,446,488,491,524,249,224
10790,23507,26151,16808,14349,12507,6249,11896,15177,21428,23212
3921,1688,1314,1681,1717,1862,2052,2435,2306,1665,1915
10786,207,181,312,288,257,280,179,217,302,303
3919,24147,24359,45964,37908,22513,18011,27892,36412,34776,38903
7829,434,330,469,479,486,506,352,419,566,565
10784,164,144,429,391,397,474,570,548,249,249
3911,3212,2360,2651,2819,4550,6144,4415,4192,4517,5265
10781,168,127,1161,1114,502,514,273,306,580,604
10778,26,34,105,106,88,80,166,156,74,90
7807,666,634,10691,11091,7904,8327,6207,6245,2267,2297
10774,6886,5196,35194,42527,41970,58113,15399,14935,9565,8886
10772,946,661,435,495,873,888,618,574,805,780
10767,411,253,356,340,250,235,371,458,451,480
10764,991,1040,2563,2309,2161,1742,1754,2004,2184,2629
10763,131,92,311,355,127,136,143,165,265,206
3898,1596,1403,2054,1778,1597,1528,1991,2125,1804,2226
3897,49,39,239,259,310,454,116,117,166,161
3894,1106,808,1022,1192,1742,2099,1931,1962,1326,1458
3892,324,179,285,299,342,371,164,188,303,371
10760,621,584,749,867,924,1661,662,722,598,735
3890,2261,1595,2305,2420,1819,2131,2594,2338,1922,1868
21517,1863,1514,2958,4099,1783,2715,3158,2376,4510,4649
10753,258,231,277,291,313,320,248,296,360,351
3886,56508,53235,36538,35061,44268,45422,36220,41428,71675,79108
3883,2381,2057,2623,2762,1377,1413,1543,1698,3473,3808
3876,10755,8207,8397,8644,9392,10800,5694,6328,13162,11311
3873,217,211,272,220,307,346,204,289,290,250
3872,1590,1411,2895,3137,1406,1409,1524,1468,2967,2757
3869,657,541,794,819,1456,1691,365,433,633,731
21493,217,175,997,1008,411,556,474,494,459,513
3862,210,153,309,303,269,254,184,189,237,216
3861,1428,1082,1836,1800,1500,1576,2067,2172,1212,1328
3860,1641,1050,1013,1068,617,544,971,797,1574,1378
10738,5849,4535,6037,6085,5732,7033,9475,10570,5872,5779
21473,419,333,524,454,675,612,890,954,495,459
10735,231,214,265,288,187,185,296,305,380,440
3857,873,705,1029,962,1789,2210,1205,1377,1070,1249
21467,3927,3218,3491,3473,4323,5152,5573,5119,3926,4824
10731,115,106,232,232,156,139,152,165,201,189
21459,314,336,132,179,244,532,263,265,211,193
10725,246,126,308,284,271,345,96,109,279,239
3850,213,173,252,268,458,453,215,241,235,241
3849,627,582,478,470,428,342,482,427,880,849
10724,357,343,422,393,450,364,358,403,507,499
3847,1024,866,1486,1370,946,737,1330,1536,1061,1168
3846,151,120,391,392,275,234,354,363,276,315
7685,1597,1251,675,636,704,610,780,897,1325,1306
10719,1096,931,1723,1672,1216,1146,1838,1946,1473,1540
3841,2313,1781,1795,1797,2201,2116,1916,2205,2072,2040
10718,900,714,756,690,609,617,724,702,820,903
10717,1038,843,548,550,652,837,937,1042,1076,1169
10714,484,327,740,724,685,915,283,360,744,794
3840,1520,1248,1835,1891,1501,1354,2461,2755,2351,2641
10708,124,120,348,384,288,345,300,331,307,268
3830,423,358,809,795,523,422,816,867,456,468
7643,78,71,528,487,59,74,215,245,251,225
10698,116,71,524,630,148,172,182,228,394,387
10961,2044,1819,2101,2158,2891,3293,2370,2578,2380,2746
4112,337,309,378,383,599,624,250,333,390,455
4113,747,568,545,575,878,802,903,1032,1119,1197
10963,133,113,416,392,145,173,211,193,228,291
21933,2053,1643,1917,1729,1829,1274,2168,2378,2242,2333
4116,716,539,1363,1349,1536,1935,1694,1635,885,989
4118,401,362,337,313,545,498,380,423,462,468
10972,79,71,117,103,59,79,23,35,84,83
10973,265,200,334,368,735,712,537,545,334,338
4126,3569,2949,7764,8930,7368,10449,8740,8998,6180,6291
10977,1704,1376,2442,2435,2894,3832,2740,2982,2372,2659
4131,394,294,483,547,675,812,494,613,587,611
10983,1052,854,1062,1072,1638,1566,1237,1276,1347,1356
10984,70,58,67,90,45,88,42,54,58,71
4133,335,257,571,575,509,627,587,649,473,483
4135,118,96,450,474,305,286,216,236,338,380
10985,433,302,868,947,291,375,444,412,723,878
4136,224,167,289,407,826,1225,437,367,286,366
10987,345,259,264,236,230,294,192,262,259,290
4138,817,531,669,743,1113,1112,1093,1055,754,776
10989,972,645,856,861,696,859,749,822,839,888
4139,255,168,495,473,260,235,243,261,279,277
4141,724,659,908,804,749,826,669,697,1182,1220
10992,108,76,202,227,266,306,149,167,144,175
8285,1157,932,1760,1784,1294,1928,2006,2023,1560,1492
10994,126,78,179,203,293,413,131,109,194,213
4144,38,20,35,48,375,535,570,584,29,23
4145,1285,1009,1972,2088,2913,3118,3492,3751,1720,1912
10996,197,158,272,291,151,130,129,153,340,311
10997,101,76,123,132,86,98,47,72,75,109
33000,1805,1516,3290,3179,1903,2324,1683,1780,2047,2227
8294,2400,1726,2853,3061,4101,3818,4215,3940,2279,2093
4153,22,37,341,361,102,99,107,120,77,70
4154,6984,4293,6373,6481,4296,6052,3273,3880,4197,4149
11007,5639,4221,4964,5051,6696,9054,7251,7690,7079,7518
4156,534,390,513,591,430,451,435,432,599,579
11008,320,257,1444,1401,429,537,371,343,596,541
11012,5592,4677,14038,14965,12447,13377,22718,21727,6236,6125
11014,1707,1249,1627,1606,2386,2075,2020,2195,2222,2297
11016,764,571,1987,1964,1889,2571,2458,2548,1005,1021
4158,237,218,499,492,151,132,195,150,435,338
4160,333,238,410,362,280,312,222,272,452,428
11018,113,93,130,144,49,92,71,88,964,924
11023,198,172,299,305,239,252,278,292,315,331
4165,254,200,350,348,460,666,460,507,336,373
4167,13698,13318,6340,5795,4568,3366,9017,8679,9938,10253
4168,43,41,650,652,157,162,196,187,288,292
4170,14740,11324,4915,4998,8084,8585,12130,12003,14951,15299
4171,506,354,485,463,273,300,328,333,425,441
4172,450,355,1078,989,754,836,582,694,632,630
4174,588,405,606,614,571,550,635,662,880,918
11028,296,258,340,357,343,365,286,311,296,284
4175,152,120,156,154,171,195,140,144,153,111
11030,2233,2043,3260,3269,2798,3054,4652,4981,3070,3285
11033,1342,1037,1070,1020,1000,1033,1620,2018,764,753
4177,510,377,822,902,1087,1334,1013,946,650,612
11035,84,85,98,84,87,65,172,180,83,104
4180,130,120,553,638,88,92,96,122,296,286
4181,634,540,618,599,403,385,503,601,833,847
11036,2847,2225,2926,3135,2201,2218,2459,2824,2412,2369
11038,224,172,358,328,477,475,194,253,327,321
4186,1677,1555,1797,1676,1376,1398,2242,2509,1299,1424
11041,67,69,310,320,227,321,134,144,303,357
4191,191,157,362,347,493,559,391,429,188,193
4194,206,206,955,964,948,1179,399,485,440,511
4196,191,140,277,286,194,252,172,193,248,249
11046,280,205,219,211,196,226,130,149,345,377
4198,206,167,431,430,272,226,342,410,711,692
11047,1379,1059,799,806,996,968,1547,1578,1135,1182
4199,482,374,499,487,595,669,376,496,497,590
11048,423,319,541,591,685,870,996,1068,366,418
11049,412,279,341,381,529,597,416,377,533,573
11050,1258,934,1181,1065,1230,1199,1495,1488,1624,1738
4201,91,66,151,149,94,114,81,94,145,145
11053,508,437,1044,1104,573,600,742,837,1081,1066
11054,598,477,682,665,400,380,646,656,528,556
11056,267,206,339,397,386,427,271,290,278,265
4203,161,198,118,170,301,280,193,218,163,161
8415,944,673,3664,4566,9452,14855,4615,3940,1319,1414
11060,320,236,321,295,329,288,392,362,251,238
8421,3226,2724,3719,3407,3152,4857,2939,3479,3423,3514
11064,9417,6953,6871,6947,6199,8368,6659,7003,10833,10562
8430,682,566,623,592,866,968,629,611,904,1103
4217,874,734,1270,1077,808,830,1580,1657,696,852
8438,248,193,251,312,417,506,279,286,349,381
11069,192,162,284,270,198,248,280,294,386,449
4226,201,161,197,172,192,190,142,127,231,245
11070,1044,812,1507,1480,1286,1511,1410,1472,1340,1449
4227,42,39,133,122,48,48,56,69,95,102
4300,351,275,302,330,410,365,320,353,395,410
4299,307,229,443,410,309,328,271,273,372,384
4297,267,215,467,449,202,187,222,241,595,607
4296,261,224,272,274,305,291,240,253,250,277
